,Doctor's Name,speciality,Facility.Name,,
7185,"Dr. Amy Bissada, DO",Psychiatrist,Truman Medical Center Lakewood,,
7186,"Dr. Nicole Naggar, MD",Psychiatrist,Ssm Health Depaul Hospital St Louis,,
7187,"Dr. Shama Rathi, MD",Psychiatrist,Ssm Health Saint Louis University Hospital,,
7188,"Dr. Ruchi Shah, MD",Psychiatrist,Missouri Baptist Medical Center,,
7189,"Dr. Benjamin Cheney, MD",Psychiatrist,Southeasthealth,,
7190,"Dr. Roey Pasternak, MD",Psychiatrist,Missouri Delta Medical Center,,
7191,"Dr. Ileana Benga, MD",Psychiatrist,Poplar Bluff Regional Medical Center,,
7192,"Dr. Shama Rathi, MD",Psychiatrist,Freeman Health System - Freeman West,,
7193,"Dr. Cheryl Cottrol, MD",Psychiatrist,St Lukes Hospital Of Kansas City,,
7194,"Dr. Stephen Coleman, MD, LAc",Psychiatrist,University Of Missouri Health Care,,
7195,"Dr. Edward Fruitman, MD",Psychiatrist,Fitzgibbon Hospital,,
7196,"Dr. Norman Lee, MD",Psychiatrist,Southeasthealth Center Of Stoddard County,,
7197,"Dr. Norman Lee, MD",Psychiatrist,Barnes-jewish West County Hospital,,
7198,"Dr. Julia Samton, MD",Psychiatrist,Parkland Health Center,,
7199,"Dr. Daniel Rosen, MD",Psychiatrist,Golden Valley Memorial Hospital,,
7200,"Dr. Aaron Savedoff, MD",Psychiatrist,St Luke's Des Peres Hospital,,
7201,"Dr. Daniel Cohen, MD",Psychiatrist,Liberty Hospital,,
7202,"Dr. Akshay Lohitsa, MD",Psychiatrist,St Lukes Hospital,,
7203,"Dr. Kshamta Joshi, MD",Psychiatrist,Christian Hospital Northeast-northwest,,
7204,"Dr. Richard Brent, MD",Psychiatrist,Saint Francis Medical Center,,
7205,"Ann Green, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Lake Regional Health System,,
7206,"Dr. Adam Turner, MD",Psychiatrist,Lee's Summit Medical Center,,
7207,"Dr. Aviva Gorig, MD",Psychiatrist,Barnes-jewish St Peters Hospital,,
7208,"Dr. David Latov, MD",Psychiatrist,St Mary's Medical Center,,
7209,"Dr. Henry McCurtis, MD",Psychiatrist,Citizens Memorial Hospital,,
7210,"Dr. Jonathan Lauter, MD",Psychiatrist,Ssm Health Saint Joseph Hospital-lake Saint Louis,,
7211,"Dr. Adam Raff, MD",Psychiatrist,Fulton Medical Center Llc,,
7212,"Dr. Franklin D. Russek, MD",Psychiatrist,St Alexius Hospital,,
7213,"Dr. Samuel Basch, MD",Psychiatrist,Belton Regional Medical Center,,
7214,"Dr. Victoria Huan, MD",Psychiatrist,Saint Luke's East Lee's Summit Hospital,,
7215,"Dr. Abby Altman, MD",Psychiatrist,Progress West Hospital,,
7216,"Dr. Elena Bruck, MD",Psychiatrist,Black River Community Medical Center,,
7217,"Dr. Edward Fruitman, MD",Psychiatrist,Ellett Memorial Hospital,,
7218,"Dr. Sina Saidi, MD",Psychiatrist,Madison Medical Center,,
7219,"Dr. Seth Mandel, MD",Psychiatrist,Community Hospital Association,,
7220,"Dr. Irina Kogan, MD",Psychiatrist,Putnam County Memorial Hospital,,
7221,"Dr. Gayle S. Goren, MD",Psychiatrist,Sullivan County Memorial Hospital,,
7222,"Dr. David Inwood, MD",Psychiatrist,Pershing Memorial Hospital,,
7223,"Dr. Vladan Novakovic, MD",Psychiatrist,Washington County Memorial Hospital,,
7224,"Dr. Lisa Salstein, MD",Psychiatrist,Wright Memorial Hospital,,
7225,"Dr. Victoria Huan, MD",Psychiatrist,Scotland County  Hospital,,
7226,"Dr. Eric Yarbrough, MD",Psychiatrist,Perry County Memorial Hospital,,
7227,"Dr. Michael Tanzer, MD",Psychiatrist,Harrison County Community Hospital,,
7228,"Dr. Joseph Otonichar, DO",Psychiatrist,Macon County Samaritan Memorial Hospital,,
7229,"Dr. Nathaniel Mendelsohn, MD",Psychiatrist,Hermann Area District Hospital,,
7230,"Dr. Aruna Khilanani, MD, MA",Psychiatrist,Parkland Health Center - Bonne Terre,,
7231,"Dr. Pavel Filimonov, MD",Psychiatrist,Mercy Hospital Aurora,,
7232,"Dr. Lisa Salstein, MD",Psychiatrist,Mercy Hospital Cassville,,
7233,"Rachel Conry, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Salem Memorial District Hospital,,
7234,"Ryan Rifkin, NP",Family Psychiatric & Mental Health Nurse Practitioner,Mercy Hospital Lincoln,,
7235,"Ryan Rifkin, NP",Family Psychiatric & Mental Health Nurse Practitioner,Lafayette Regional Health Center,,
7236,"Dr. Alan Geller, DO",Psychiatrist,Hedrick Medical Center,,
7237,"Dr. Carolina Biernacki, MD",Psychiatrist,Excelsior Springs Hospital,,
7238,"Dr. S. Shane Konrad, MD",Psychiatrist,Cedar County Memorial Hospital,,
7239,"Dr. Jeanmarie Anderer, MD",Psychiatrist,Cass Regional Medical Center,,
7240,"Ruth Alexander, NP, PMH",Family Psychiatric & Mental Health Nurse Practitioner,Cox Barton County Hospital,,
7241,"Dr. Matthew Holden, MD",Psychiatrist,Ray County Memorial Hospital,,
7242,"Dr. Angel Caraballo, MD",Psychiatrist,Northwest Medical Center,,
7243,"Dr. Darryl Smith, MD",Psychiatrist,Cox Monett Hospital,,
7244,"Dr. Allison Lee, MD",Psychiatrist,Ste Genevieve County Memorial Hospital,,
7245,"Dr. Jeanmarie Anderer, MD",Psychiatrist,Freeman Neosho Hospital,,
7246,"Dr. Nathaniel Mendelsohn, MD",Psychiatrist,Carroll County Memorial Hospital,,
7247,"Dr. Alicia Salzer, MD",Psychiatrist,Pike County Memorial Hospital,,
7248,"Dr. Leighton Brooks, MD",Psychiatrist,I-70 Community Hospital,,
7249,"Dr. Billy Jones, MD, DFAPA",Psychiatrist,Mercy St Francis Hospital,,
7250,"Dr. Jane Algus, MD",Psychiatrist,Iron County Medical Center,,
7251,"Nargus Harounzadeh, DNP",Nurse Practitioner,Missouri Baptist Sullivan Hospital,,
7252,"Dr. Stephen Coleman, MD, LAc",Psychiatrist,Mercy Hospital Carthage,,
7253,"Dr. Barry Richman, MD",Psychiatrist,St Louis Childrens Hospital,,
7254,"Dr. Barry Richman, MD",Psychiatrist,Childrens Mercy Hospital,,
7255,"Dr. Dinshaw Bamji, MD",Psychiatrist,Ranken Jordan A Pediatric Rehab,,
7256,"Dr. Sonya Lazarevic, MD",Psychiatrist,Shriners Hospitals For Children,,
7257,"Dr. Sonali Sharma, MD, MSc",Psychiatrist,St Peters Hospital,,
7258,"Dr. Christopher Richards, MD",Psychiatrist,Billings Clinic Hospital,,
7259,"Crystal Kim, NP, PMHNP-BC",Adult Psychiatric & Mental Health Nurse Practitioner,Benefis Hospitals Inc,,
7260,"Dr. Robert Roy, MD",Psychiatrist,St Patrick Hospital,,
7261,"Dr. Nader Galal, MD",Psychiatrist,St James Healthcare,,
7262,"Dr. Mona Nicolae, MD",Psychiatrist,Community Medical Center,,
7263,"Dr. James Weidel, PhD, PMH, APRN, RN",Adult Psychiatric & Mental Health Nurse Practitioner,Northern Montana Hospital,,
7264,"Dr. George Wing, MD",Psychiatrist,St Vincent Healthcare,,
7265,"Lei (Amy) Zhu, PMHNP-BC",Adult Psychiatric & Mental Health Nurse Practitioner,Kalispell Regional Medical Center,,
7266,"Dr. Susan Abbott, MD",Psychiatrist,Bozeman Health Deaconess Hospital,,
7267,"Dr. Johnny Lops, DO",Psychiatrist,P H S Indian Hospital At Browning - Blackfeet,,
7268,"Jordana Cotton, DNP",Adult Psychiatric & Mental Health Nurse Practitioner,Great Falls Clinic Hospital,,
7269,"Dr. Marc Epstein, DO",Psychiatrist,The Healthcenter,,
7270,"Dr. William Gilson, MD",Psychiatrist,Big Sky Medical Center,,
7271,"Dr. Martin Olanoff, MD",Psychiatrist,Poplar Community Hospital,,
7272,"Dr. Marc Epstein, DO",Psychiatrist,Fallon Medical Complex Hospital,,
7273,"Dr. Phoebus Jim Dhrymes, MD",Psychiatrist,Dahl Memorial Healthcare Assoc,,
7274,"Dr. Adam Raff, MD",Psychiatrist,Granite County Medical Center,,
7275,"Dr. Anuj Gupta, MD",Psychiatrist,Missouri River Medical Center,,
7276,"Kimberley Rubino, PA",Physician Assistant,Mccone County Health Center,,
7277,"Dr. Mark Rybakov, DO",Psychiatrist,Mountainview Medical Center,,
7278,"Dr. Eran Feit, MD",Psychiatrist,Benefis Teton Medical Center,,
7279,"Dr. Ileana Benga, MD",Psychiatrist,Roosevelt Medical Center,,
7280,"Dr. Jonathan Lauter, MD",Psychiatrist,Prairie Community Hospital,,
7281,"Dr. A. Valentine Raiteri, MD",Psychiatrist,Garfield County Health Center,,
7282,"Dr. Mary Salke, MD",Psychiatrist,Big Sandy Medical Center,,
7283,"Dr. Michael DeMeo, MD",Psychiatrist,Phillips County Medical Center,,
7284,"Sarah Delaney, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Pioneer Medical Center,,
7285,"Dr. Zorica Filipovic-Jewell, MD",Psychiatrist,Deer Lodge Medical Center,,
7286,"Dr. Yuli Fradkin, MD",Psychiatrist,P H S Indian Hospital-ft Belknap At Harlem - Cah,,
7287,"Dr. Mark Rybakov, DO",Psychiatrist,Frances Mahon Deaconess Hospital,,
7288,"Dr. Stanley Turecki, MD",Psychiatrist,Livingston Healthcare,,
7289,"Neda Behrouzi, NP, PMH",Adult Psychiatric & Mental Health Nurse Practitioner,Barrett Hospital & Healthcare,,
7290,"Rachel Conry, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Ruby Valley Medical Center,,
7291,"Dr. Mayra Cabrera, MD",Psychiatrist,Cabinet Peaks Medical Center,,
7292,"Dr. Elizabeth Anto, MD",Psychiatrist,Wheatland Memorial Hospital,,
7293,"Dr. Irina Kogan, MD",Psychiatrist,Sheridan Memorial Hosptial,,
7294,"Dr. Irina Kogan, MD",Psychiatrist,Clark Fork Valley Hospital,,
7295,"Dr. Gayle S. Goren, MD",Psychiatrist,Pondera Medical Center,,
7296,"Marisa Orshanskaya, NP",Adult Psychiatric & Mental Health Nurse Practitioner,St Luke Community Hospital,,
7297,"Dr. Jabari Jones, MD",Psychiatrist,Beartooth Billings Clinic,,
7298,"Dr. Bradley Miller, MD, PhD",Psychiatrist,Rosebud Health Care Center,,
7299,"Dr. Phoebus Jim Dhrymes, MD",Psychiatrist,Marias Medical Center,,
7300,"Dr. Eleni Maloutas, MD",Psychiatrist,Madison Valley Medical Center,,
7301,"Dr. Roger Brunswick, MD",Psychiatrist,Stillwater Billings Clinic,,
7302,"Heather Mueller, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Mineral Community Hospital,,
7303,"Dr. John Barsa, MD",Psychiatrist,Glendive Medical Center,,
7304,"Dr. Nina Greif, DO",Psychiatrist,Broadwater Health Center,,
7305,"Dr. Lynda Mandell, MD, PhD",Psychiatrist,Liberty Medical Center,,
7306,"Sandhya Singh, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Community Hospital Of Anaconda,,
7307,"Dr. Howard Welsh, MD",Psychiatrist,North Valley Hospital,,
7308,"Dr. Johnny Lops, DO",Psychiatrist,Northern Rockies Medical Center,,
7309,"Angela Douglas-Staley, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Big Horn Co Memorial Hospital,,
7310,"Dr. Ryan S. Sultan, MD",Psychiatrist,P H S Indian Hospital Crow / Northern Cheyenne,,
7311,"Lawrence Birnbach, PhD",Psychologist,Marcus Daly Memorial Hospital - Cah,,
7312,"Philip Glickman, PsyD",Psychologist,Trinity Hospital,,
7313,"John Menaker, PhD",Psychologist,Daniels Memorial Hospital,,
7314,"Deborah Barbiere, LAc, MSTOM, PsyD",Psychologist,Providence St Joseph Medical Center,,
7315,"Olivia Korn, LMSW",Psychotherapist,Sidney Health Center,,
7316,"Brittany Croley, LCAT",Psychotherapist,Central Montana Medical Center,,
7317,"Linda Grad, PhD",Psychologist,Roundup Memorial Healthcare,,
7318,"Susan Plunket, PhD",Psychologist,Holy Rosary Healthcare,,
7319,"Heather Lortie, LCSW",Psychotherapist,Bryan Medical Center,,
7320,"Heidi Kling, PhD",Psychologist,Chi Health Good Samaritan,,
7321,"Bennett Roth, PhD",Psychologist,The Nebraska Medical Center,,
7322,"Amelia Aldao, PhD",Psychologist,Chi Health St Elizabeth,,
7323,"Amelia Aldao, PhD",Psychologist,Chi Health St Francis,,
7324,"Jaclyn Shlisky, PsyD",Psychologist,Mary Lanning Healthcare,,
7325,"Jamie Karia, LCSW",Psychotherapist,Methodist Hospital,,
7326,"Samantha Barkoff, LCSW",Psychotherapist,Chi Health Creighton University Medical Center - B,,
7327,"Lucas Mayrsohn, LMSW",Psychotherapist,Regional West Medical Center,,
7328,"Alison Cunningham-Goldberg, LCAT",Psychotherapist,Great Plains Health,,
7329,"Avishay Adri, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Methodist Fremont Health,,
7330,"Avishay Adri, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Chi Health Immanuel,,
7331,"Diana D'Ambrose, LCAT",Psychotherapist,Chi Health Midlands,,
7332,"Jordyn Norman, LMSW",Psychotherapist,Columbus Community Hospital,,
7333,"Brinley Kaston, LMSW",Psychotherapist,Faith Regional Health Services,,
7334,"Sarah Delaney, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Lincoln Surgical Hospital,,
7335,"Melissa Kresch, PhD",Psychologist,Chi Health Nebraska Heart,,
7336,"Suhadee (Su) Henriquez, LCSW",Psychotherapist,Nebraska Orthopaedic Hospital,,
7337,"Ruthie Israeli, LCSW",Psychotherapist,Chi Health Lakeside,,
7338,"Andrew Hartz, PhD",Psychologist,Midwest Surgical Hospital Llc,,
7339,"Juan Williams, LCSW",Psychotherapist,Bellevue Medical Center,,
7340,"Cassandra Seltman, LCSW",Psychotherapist,"Nebraska Spine Hospital, Llc",,
7341,"Dana Moriarty, PhD",Psychologist,Kearney Regional Medical Center,,
7342,"Marty Cooper, PhD, LMHC",Psychologist,Harlan County Health System,,
7343,"Katherine Rabinowitz, LP",Psychotherapist,Fillmore County Hospital,,
7344,"Louis Cianni, LCSW",Psychotherapist,Pawnee County Memorial Hospital,,
7345,"Barry Lubetkin, PhD",Psychologist,Niobrara Valley Hospital,,
7346,"Madison Trifon, LCSW",Psychotherapist,Thayer County Health Services,,
7347,"Amy Zimet, PhD",Psychologist,Kimball Health Services,,
7348,"Yasmine Saad, PhD",Psychologist,Kearney County Health Services Hospital,,
7349,"Monica Marangon, LMHC",Psychotherapist,Saunders Medical Center,,
7350,"Joseph Cilona, PsyD",Psychologist,Henderson Health Care Services,,
7351,"Stephen Hirsch, LMSW",Psychotherapist,Community Memorial Hospital,,
7352,"Tehela Nimroody, PhD",Psychologist,Regional West Garden County Hospital,,
7353,"Rachel Moheban, LCSW",Psychotherapist,Franklin County Memorial Hospital,,
7354,"Keven Duffy, LCSW",Psychotherapist,Genoa Community Hospital,,
7355,"Becky Paulits, LCSW-R",Psychotherapist,Gothenburg Memorial Hospital,,
7356,"Lisa Elhyani, LCSW",Psychotherapist,Annie Jeffrey Memorial County Health Center,,
7357,"Annette Attolini-Fertuck, PhD",Psychologist,Brodstone Memorial Hosp,,
7358,"Tyler Hassan, LMHC",Psychotherapist,Webster County Community Hospital,,
7359,"Chloe Carmichael, PhD",Psychologist,Morrill County Community Hospital,,
7360,"Molly Bates, LCSW",Psychotherapist,Jefferson Community Health Center,,
7361,"Tamar Kipnis, LCAT, LP, MS",Psychotherapist,Memorial Hospital,,
7362,"Daria Chase, PhD",Psychologist,Oakland Mercy Hospital,,
7363,"David London, PhD",Psychologist,St Francis Memorial Hospital,,
7364,"Katie Morel, PhD",Psychologist,Chi Health Schuyler,,
7365,"Nicole Gonzalez, LMSW",Psychotherapist,Nemaha County Hospital,,
7366,"David Appelbaum, PsyD",Psychologist,Brown County Hospital,,
7367,"Leonard Citron, LMHC",Psychotherapist,Antelope Memorial Hospital,,
7368,"Marty Cooper, PhD, LMHC",Psychologist,Cozad Community Hospital,,
7369,"Clara Fajardo, PsyD",Psychologist,Merrick Medical Center,,
7370,"Yasmine Alwan, LCSW, MA",Psychotherapist,Avera St Anthony's Hospital,,
7371,"John Ferrera, PhD",Psychologist,Warren Memorial Hospital,,
7372,"Steven Fishman, PhD",Psychologist,Avera Creighton Hospital,,
7373,"Jessica Allen, LCSW",Psychotherapist,Butler County Health Care Center,,
7374,"Anthony Freire, LMHC",Psychotherapist,Rock County Hospital,,
7375,"Dr. Phoebus Jim Dhrymes, MD",Psychiatrist,Boone County Health Center,,
7376,"Dr. Elena Bruck, MD",Psychiatrist,Callaway District Hospital,,
7377,"Alyson Curtis, LMHC",Psychotherapist,York General Hospital,,
7378,"Yiwen Fan, LMHC",Psychotherapist,Howard County Medical Center,,
7379,"Nick Helbich, LCSW, PhD, MA",Psychotherapist,Memorial Health Care Systems,,
7380,"Joseph Sacks, LCSW",Psychotherapist,Dundy County Hospital,,
7381,"Gregory Petronzi, PhD",Psychologist,Chadron Community Hospital Corp,,
7382,"Yoav Cohen, PhD",Psychologist,Chi Health St Mary's,,
7383,"Joel Rosow, LMHC",Psychotherapist,West Holt Memorial Hospital,,
7384,"Hilary Weinstein, LCSW",Psychotherapist,Cherry County Hospital,,
7385,"David Young, LMHC",Psychotherapist,Providence Medical Center,,
7386,"David Young, LMHC",Psychotherapist,Chi Health Plainview,,
7387,"Mark Lazarus, PhD",Psychologist,Osmond General Hospital,,
7388,"Vanessa Li, PhD",Psychologist,Tri Valley Health System,,
7389,"Rebecca Roberts, LMSW",Psychotherapist,Pender Community Hospital,,
7390,"Maria Elena Bentey, LMHC",Psychotherapist,Johnson County Hospital,,
7391,"Yoav Cohen, PhD",Psychologist,Chase County Community Hospital,,
7392,"Alyssa Tortorella, LMHC",Psychotherapist,"Community Medical Center, Inc",,
7393,"Ali Khadivi, PhD",Psychologist,Valley County Health System,,
7394,"Jody Ripplinger, LMHC",Psychotherapist,Crete Area Medical Center,,
7395,"Yifat Wassermann, PhD",Psychologist,Ogallala Community Hospital,,
7396,"Courtney Levy, LMHC",Psychotherapist,Perkins County Health Services,,
7397,"John Kaplan, LMHC",Psychotherapist,Sidney Regional Medical Center,,
7398,"Richard Zuckerberg, PhD",Psychologist,Gordon Memorial Hospital District,,
7399,"Marcos Quinones, LCSW",Psychotherapist,Memorial Community Hospital Mch & Health System,,
7400,"Annette Attolini-Fertuck, PhD",Psychologist,Box Butte General Hospital,,
7401,"Dr. Susan Fiester, MD",Psychiatrist,Lexington Regional Health Center,,
7402,"Dr. Emily Urbina, MD",Psychiatrist,Phelps Memorial Health Center,,
7403,"Jae Seung Cha, PsyD",Psychologist,Community Hospital,,
7404,"Eva Kantor, PhD",Psychologist,"Beatrice Community Hospital & Health Center, Inc",,
7405,"Emily Fogle, LMSW",Psychotherapist,Jennie M Melham Memorial Medical Center,,
7406,"Evelyn Solomon, LMSW",Psychotherapist,Boys Town National Research Hospital,,
7407,"Patricia Raskin, PhD",Psychologist,Children's Hospital & Medical Center,,
7408,"Jesyca Vilensky, PsyD",Psychologist,Renown Regional Medical Center,,
7409,"Ariana Chemtob, LMSW",Psychotherapist,Sunrise Hospital And Medical Center,,
7410,"Azat Oganesian, LCSW",Psychotherapist,North Vista Hospital,,
7411,"Shira Schuster, PhD",Psychologist,University Medical Center,,
7412,"Kristie Tse, LMHC",Psychotherapist,Northeastern Nevada Regional Hospital,,
7413,"Sadi Fox, PhD",Psychologist,Saint Mary's Regional Medical Center,,
7414,"Alexandra Jacowitz, PsyD",Psychologist,St Rose Dominican Hospitals - Rose De Lima Campus,,
7415,"Michael Braverman, LCSW-R",Psychotherapist,Carson Tahoe Regional Medical Center,,
7416,"Wendy Bond, LCSW",Psychotherapist,Valley Hospital Medical Center,,
7417,"Paul Matkovic, PsyD",Psychologist,Desert Springs Hospital,,
7418,"Sonya Veytsman, LCSW",Psychotherapist,Northern Nevada Medical Center,,
7419,"Jessica Morgan, LMSW",Psychotherapist,Mountainview Hospital,,
7420,"Shira Schuster, PhD",Psychologist,Summerlin Hospital Medical Center,,
7421,"Shira Hon-Lahav, LCAT, LP",Psychotherapist,Harmon Hospital,,
7422,"Sydney Seifert, LMSW",Psychotherapist,St Rose Dominican Hospitals - Siena Campus,,
7423,"Yehoshua Bochner, PhD",Psychologist,Spring Valley Hospital Medical Center,,
7424,"Rachel Wiss, LMSW",Psychotherapist,Southern Hills Hospital And Medical Center,,
7425,"Kamran Fallahpour, PhD",Psychologist,Renown South Meadows Medical Center,,
7426,"Kamran Fallahpour, PhD",Psychologist,St Rose Dominican Hospitals - San Martin Campus,,
7427,"Liandra Aptekar, LCSW",Psychotherapist,Centennial Hills Hospital Medical Center,,
7428,"Dr. Sudhir Gadh, MD",Psychiatrist,Mountain's Edge Hospital,,
7429,"Karen Keys, LMHC",Psychotherapist,Henderson Hospital,,
7430,"Ann Green, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Mount Grant General Hospital,,
7431,"Sari Kaplan, PhD",Psychologist,Incline Village Health Center,,
7432,"Werner Achatz, PhD",Psychologist,William Bee Ririe Hospital,,
7433,"Alicia Daniels, LMHC",Psychotherapist,Battle Mountain General Hospital,,
7434,"Rob McMillan, PhD",Psychologist,Pershing General Hospital,,
7435,"Andrea Yuen-Sing Chan, LMSW",Psychotherapist,Carson Valley Medical Center,,
7436,"David B. Alexander, LP",Psychotherapist,Mesa View Regional Hospital,,
7437,"Jeremy Antar, LCSW",Psychotherapist,Humboldt General Hospital,,
7438,"Dr. Emily Urbina, MD",Psychiatrist,Boulder City Hospital,,
7439,"Dr. Gordon Jay Strauss, MD",Psychiatrist,Desert View Hospital,,
7440,"Dr. Gordon Jay Strauss, MD",Psychiatrist,Grover C Dils Medical Center,,
7441,"Travis Tanner, LCSW",Psychotherapist,Banner Churchill Community Hospital,,
7442,"Tyson Furr, PhD",Psychologist,South Lyon Medical Center,,
7443,"Sonia Brill, LCSW",Psychotherapist,Concord Hospital,,
7444,"Shelby (Asher) Muhammedi, LCSW",Psychotherapist,Mary Hitchcock Memorial Hospital,,
7445,"Brian Johnston, LMSW",Psychotherapist,Lakes Region General Hospital,,
7446,"Joyce Nathan, PhD",Psychologist,St Joseph Hospital,,
7447,"Michael Goldman, LCSW",Psychotherapist,Elliot Hospital,,
7448,"Tyson Furr, PhD",Psychologist,Frisbie Memorial Hospital,,
